filename,meat,veggie,noodle
IMG_20191003_160735.jpg,16,34,201
IMG_20191003_160745.jpg,18,46,214
IMG_20191003_160756.jpg,13,24,178
IMG_20191003_160810.jpg,11,19,141
IMG_20191003_160826.jpg,11,19,144
IMG_20191003_160833.jpg,13,23,171
IMG_20191003_160838.jpg,12,23,161
IMG_20191003_160842.jpg,13,26,174
IMG_20191003_160847.jpg,14,28,177
IMG_20191003_160917.jpg,15,24,197
IMG_20191003_160934.jpg,15,26,203
IMG_20191003_161027.jpg,15,30,192
IMG_20191003_161032.jpg,15,28,200
IMG_20191003_161044.jpg,16,30,198
IMG_20191003_161057.jpg,17,43,201
IMG_20191003_161116.jpg,16,35,195
IMG_20191003_161127.jpg,15,30,198
IMG_20191003_161132.jpg,16,34,192
IMG_20191003_161140.jpg,16,31,196
IMG_20191003_161221.jpg,13,21,209
IMG_20191003_161242.jpg,16,32,205
IMG_20191003_161248.jpg,17,36,206
IMG_20191003_161302.jpg,17,42,216
IMG_20191003_161330.jpg,19,48,222
IMG_20191003_161337.jpg,19,51,219
IMG_20191003_161345.jpg,17,30,221
IMG_20191003_161405.jpg,18,39,218
IMG_20191003_161419.jpg,19,48,218
IMG_20191003_161441.jpg,14,19,211
IMG_20191003_161454.jpg,16,26,210
IMG_20191003_161507.jpg,19,45,221
IMG_20191003_161518.jpg,18,37,226
IMG_20191003_161537.jpg,18,35,225
IMG_20191003_161542.jpg,17,29,214
IMG_20191003_161604.jpg,17,32,222
IMG_20191003_161625.jpg,17,35,222
IMG_20191003_161710.jpg,17,33,218
IMG_20191003_161733.jpg,19,44,222
IMG_20191003_161739.jpg,19,48,227
IMG_20191003_161747.jpg,19,41,225
IMG_20191003_161812.jpg,19,44,230
IMG_20191003_161817.jpg,19,47,230
IMG_20191003_161829.jpg,19,43,228
IMG_20191003_161846.jpg,18,35,227
IMG_20191003_161916.jpg,19,44,229
IMG_20191003_161929.jpg,19,43,230
IMG_20191003_161935.jpg,17,31,226
IMG_20191003_161957.jpg,18,37,230
IMG_20191003_162006.jpg,19,50,222
IMG_20191003_162017.jpg,20,50,229
IMG_20191003_162023.jpg,19,52,228
IMG_20191003_162038.jpg,19,45,225
IMG_20191003_162117.jpg,18,41,226
IMG_20191003_162124.jpg,19,49,225
IMG_20191003_162140.jpg,19,44,227
IMG_20191003_162147.jpg,20,51,228
IMG_20191003_162152.jpg,20,55,227
IMG_20191003_162207.jpg,20,50,227
IMG_20191003_162230.jpg,19,52,227
IMG_20191003_162239.jpg,18,34,227
IMG_20191003_162257.jpg,19,45,229
IMG_20191003_162331.jpg,17,33,227
IMG_20191003_162403.jpg,19,44,227
IMG_20191003_162410.jpg,17,33,228
IMG_20191003_162416.jpg,19,40,225
IMG_20191003_162530.jpg,19,39,223
IMG_20191003_162545.jpg,18,36,217
IMG_20191003_162551.jpg,18,42,209
IMG_20191003_162557.jpg,18,51,211
IMG_20191003_162602.jpg,20,59,224
IMG_20191003_162622.jpg,19,53,219
IMG_20191003_162636.jpg,19,42,223
IMG_20191003_162643.jpg,19,44,224
IMG_20191003_162658.jpg,19,56,219
IMG_20191003_162707.jpg,19,53,217
IMG_20191003_162734.jpg,20,58,221
IMG_20191003_162742.jpg,20,57,220
IMG_20191003_162754.jpg,17,40,210
IMG_20191003_162800.jpg,16,34,190
IMG_20191003_162827.jpg,17,34,188
IMG_20191003_162848.jpg,16,36,207
IMG_20191003_162906.jpg,16,39,181
IMG_20191003_162935.jpg,19,46,219
IMG_20191003_163000.jpg,18,48,214
IMG_20191003_163010.jpg,19,54,211
IMG_20191003_163025.jpg,18,52,205
IMG_20191003_163050.jpg,19,53,211
IMG_20191003_163056.jpg,18,41,205
IMG_20191003_163103.jpg,18,39,207
IMG_20191003_163112.jpg,17,49,205
IMG_20191003_163126.jpg,19,55,219
IMG_20191003_163150.jpg,18,37,222
IMG_20191003_163201.jpg,18,40,225
IMG_20191003_163212.jpg,17,43,179
IMG_20191003_163221.jpg,18,40,203
IMG_20191003_163226.jpg,16,37,193
IMG_20191003_163255.jpg,17,43,187
IMG_20191003_163312.jpg,17,38,205
IMG_20191003_163320.jpg,16,34,192
IMG_20191003_163332.jpg,14,25,180
IMG_20191003_163351.jpg,15,38,181
IMG_20191003_163404.jpg,16,37,175
IMG_20191003_163415.jpg,15,23,178
IMG_20191003_163423.jpg,15,25,170
IMG_20191003_163452.jpg,15,34,167
IMG_20191003_163511.jpg,13,31,129
IMG_20191003_163520.jpg,17,48,191
IMG_20191003_163529.jpg,14,32,149
IMG_20191003_163545.jpg,14,26,174
IMG_20191003_163556.jpg,13,26,143
IMG_20191003_163602.jpg,14,23,176
IMG_20191003_163607.jpg,15,24,196
IMG_20191003_163611.jpg,14,26,179
IMG_20191003_163822.jpg,13,17,160
IMG_20191003_163829.jpg,11,20,122
IMG_20191003_163835.jpg,10,20,106
IMG_20191003_163841.jpg,9,15,92
IMG_20191003_163855.jpg,13,27,130
IMG_20191003_163929.jpg,12,33,109
IMG_20191003_163936.jpg,10,20,85
IMG_20191003_163945.jpg,9,19,92
IMG_20191003_163949.jpg,9,16,86
IMG_20191003_163955.jpg,10,17,89
IMG_20191003_164035.jpg,9,17,76
IMG_20191003_164047.jpg,9,17,71
IMG_20191003_164053.jpg,7,12,36
IMG_20191003_164101.jpg,9,21,67
IMG_20191003_164112.jpg,8,13,72
IMG_20191003_164125.jpg,7,12,53
IMG_20191003_164132.jpg,7,15,50
IMG_20191003_164137.jpg,8,21,42
IMG_20191003_164232.jpg,5,14,25
IMG_20191003_164239.jpg,5,18,20
IMG_20191003_164245.jpg,4,13,21
IMG_20191003_164317.jpg,4,12,17
IMG_20191003_164326.jpg,5,12,19
IMG_20191003_164335.jpg,5,17,22
IMG_20191003_164340.jpg,4,10,16
IMG_20191003_164650.jpg,5,31,16
IMG_20191003_164811.jpg,6,5,72
IMG_20191003_164816.jpg,8,6,96
IMG_20191003_164820.jpg,8,7,87
IMG_20191003_164848.jpg,6,8,37
IMG_20191003_164853.jpg,7,11,48
IMG_20191003_164902.jpg,4,5,28
IMG_20191003_164935.jpg,7,12,42
IMG_20191003_164948.jpg,7,12,42
IMG_20191003_165018.jpg,4,14,14
IMG_20191003_165033.jpg,4,11,19
IMG_20191003_165045.jpg,3,10,14
IMG_20191003_165109.jpg,3,9,13
IMG_20191003_165126.jpg,6,20,32
